,data,best_n_components,log_likelihood_mean,log_likelihood_standard_deviation
0,/Users/biswadipmandal/Documents/MSCS/Fall_21/CS_6375_ML/homeworks/hw4/dataset/kdd.ts.data,20,-2.264028710318274,0.0024404802073198567
