,data,best_n_components,log_likelihood_mean,log_likelihood_standard_deviation
0,/Users/biswadipmandal/Documents/MSCS/Fall_21/CS_6375_ML/homeworks/hw4/dataset/accidents.ts.data,20,-29.889709497031458,0.03822611934925349
