,data,best_n_components,log_likelihood_mean,log_likelihood_standard_deviation
0,/Users/biswadipmandal/Documents/MSCS/Fall_21/CS_6375_ML/homeworks/hw4/dataset/nltcs.ts.data,10,-6.677837227381078,0.023477952583972263
